FlowId     Src   Dst   Sent (byte)  Total (byte) Duration (ms)  Progress  
597        921   222   325765       325765       2.93           100.00%
598        140   435   150398       150398       1.49           100.00%
599        1059  435   9772         9772         0.29           100.00%
600        761   736   9867         9867         0.15           100.00%
601        390   736   309559       309559       2.78           100.00%
602        686   364   7562         7562         0.19           100.00%
603        573   429   11701        11701        0.19           100.00%
604        375   553   7063         7063         0.13           100.00%
605        990   675   10127        10127        0.15           100.00%
606        796   882   8898         8898         0.20           100.00%
607        826   129   63779        63779        0.65           100.00%
608        320   1077  27458        27458        0.37           100.00%
609        679   562   9854         9854         0.21           100.00%
610        932   302   116529       116529       1.11           100.00%
611        996   350   37855        37855        0.42           100.00%
612        632   733   187087       187087       1.79           100.00%
613        166   963   9028         9028         0.17           100.00%
614        691   970   9361         9361         0.20           100.00%
615        758   372   8150         8150         0.14           100.00%
616        1042  128   11557        11557        0.17           100.00%
617        453   697   4876         4876         0.11           100.00%
618        1147  350   9165         9165         0.17           100.00%
619        467   163   4804         4804         0.11           100.00%
620        787   1145  7608         7608         0.13           100.00%
621        679   245   8975         8975         0.12           100.00%
622        359   775   6305         6305         0.15           100.00%
623        274   951   88769        88769        0.87           100.00%
